GEOID10,Affordable_Solar,Community_Distributed_Generation,Expected_KWh_Annual_Production,Total_Nameplate_kW_DC,Project_Cost,cost_Kw,Project_Number
36073040500,2,0,385541.88,328.48,35361.7415625,3571.02355666,32
36073040600,0,0,597470.48,509.0,56960.4341379,3641.00955034,29
36073040801,0,0,266998.11,227.47,34257.8514815,4644.31041407,27
36073401200,0,0,163392.65,139.2,33655.1046667,3680.12437292,15
36073401300,0,0,272371.96,232.06,28652.4913793,3912.66406929,29
36075020100,0,0,54718.55,46.62,29065.14,3829.27911717,6
36075020200,0,0,62283.95,53.06,32270.0933333,3683.94998884,6
36075020301,1,0,235818.58,200.91,53610.3194118,4043.53108781,17
36075020400,1,0,232301.74,197.91,55513.7341176,4453.37604656,17
36075020500,0,0,226586.33,193.04,43634.9844444,4105.79754821,18
36075020600,0,0,73095.03,62.28,35649.5033333,3492.98043221,6
36075020701,0,0,122143.92,104.06,35528.6745455,3944.7086299,11
36075020703,1,0,485443.87,413.58,35689.3046512,3742.32672679,43
36075020902,1,0,483284.03,411.74,39929.8065854,4341.10057779,41
36075021000,1,0,724124.29,616.93,51888.5433333,3939.01183947,54
36075021300,0,0,110798.76,94.41,27669.74,4392.87519312,14
36075021402,0,0,18487.98,15.75,39500.0,2507.93650794,1
36075021502,0,0,1582106.26,1347.87,59119.2414286,4128.0755905,98
36077590100,0,0,481381.22,410.1,34481.4030233,4381.54993622,43
36077590201,0,0,59243.7,50.47,27969.515,4468.91446687,8
36077590202,0,0,102405.8,87.24,37409.174,5115.10226805,10
36077590300,0,0,119719.93,102.0,40216.0181818,4468.36538631,11
36077590400,0,0,101490.2,86.46,52436.956,6368.76100659,10
36077590600,0,0,11292.34,9.62,44733.0,4650.0,1
36077590700,0,0,411926.29,350.95,37255.6577273,4671.09716035,44
36077590800,0,0,531180.25,452.52,32104.9654386,4637.1718024,57
36077591400,0,0,120041.57,102.27,29156.9017647,5136.25962963,17
36077591500,1,0,50662.93,43.16,26930.7233333,6113.78354457,9
36077591600,0,0,106571.77,90.79,33240.3333333,4626.16411665,12
36079010200,0,0,404761.16,344.85,58399.8367742,5161.71888986,31
36079010500,0,0,905722.01,771.66,36064.4616327,4672.78452273,98
36079010600,0,0,798828.68,680.55,51544.6782759,5157.67742311,58
36079010800,0,0,468100.4,398.8,42886.1875556,4926.10950308,45
36079010900,0,0,399165.48,340.07,36163.2131111,4698.78085719,45
36079011400,1,0,1364759.23,1162.72,44691.4032773,4764.41485313,119
36079011900,0,0,937480.29,798.69,54954.8659701,4924.28508297,67
36081001000,1,0,211684.43,180.37,21125.5481579,4569.0628023,38
36081001900,0,0,1148004.97,977.99,201064.931786,6558.19681619,28
36081003800,2,0,175502.01,149.51,39138.0833333,4606.1259788,18
36081004500,0,0,389598.66,331.91,132317.79,5119.27027,11
36081005800,0,0,499109.69,425.26,27612.6289706,4654.01671531,68
36081007100,0,0,99275.16,84.57,53520.59,5176.95315348,8
36081011300,0,0,405792.97,345.72,57873.1810345,5476.3162582,29
36081012200,0,0,571937.12,487.26,66081.4404762,4886.91147983,42
36081013600,0,0,171340.73,145.97,91201.31,4584.01481224,8
36081014700,0,0,210134.96,179.01,168642.62,6488.17855641,8
36081015600,1,0,511221.4,435.59,21281.8001099,4403.77701607,91
36081018200,0,0,553114.63,471.29,21306.6653608,4393.08460784,97
36081018300,0,0,50580.76,43.09,35912.1266667,5542.48743753,6
36081021200,0,0,999038.78,851.12,45295.2475904,4540.07644428,83
36081021600,0,0,3679.99,3.14,15295.67,4871.23248408,1
36081024900,0,0,730426.65,622.26,148081.4296,6259.31290885,25
36081025800,1,0,636465.46,542.27,23615.1535294,4366.56132021,102
36081028300,0,0,480188.59,409.08,178184.456364,5296.65267564,11
36081030904,0,0,311739.04,265.58,59672.1995238,4670.60340563,21
36081033402,0,0,2114026.0,1801.26,26345.307028,4322.74225353,286
36081035700,0,0,14984.07,12.77,57575.77,4508.67423649,1
36081035800,0,0,1888038.41,1608.7,22937.1989865,4240.63457368,296
36081036100,0,0,343541.87,292.73,21408.7491935,4594.98196497,62
36081039900,0,0,634714.12,540.74,92244.0814634,6081.61531243,41
36081045800,0,0,774359.94,659.72,36712.0803797,4593.79531474,79
36081048200,0,0,696535.53,593.43,30973.9695238,4516.59799789,84
36081048500,0,0,190464.93,162.27,39381.89,4906.0125184,19
36081052600,0,0,1080838.96,920.91,20868.8119048,4299.2601373,189
36081053100,0,0,1076541.57,917.11,138801.634483,5172.11185493,29
36081055200,0,0,519568.53,442.75,21703.6969565,4382.23768212,92
36081055800,0,0,580933.39,494.98,20221.2543689,4237.42865625,103
36081058200,0,0,821904.04,700.3,23404.4705385,4221.52384582,130
36081060000,0,0,1011472.05,861.91,18517.9181771,4156.43864487,192
36081062700,0,0,885558.99,754.43,67581.5961667,5736.24902021,60
36081065600,0,0,1677615.7,1429.4,22339.0140637,4064.77644431,251
36081066100,0,0,104408.37,88.95,27328.4594118,5472.29475059,17
36081069701,0,0,613790.4,522.89,74331.2564706,5128.59093702,34
36081071100,1,0,360786.77,307.38,29437.5474468,4638.06160793,47
36081077902,0,0,376625.38,320.86,121287.806154,4511.44671973,13
36081080900,0,0,2209711.53,1882.52,62285.3109877,3785.76969101,81
36081084000,0,0,1217875.47,1037.68,22517.1871357,4380.35974401,199
36081084500,3,0,679843.51,579.21,40913.65225,4947.22562385,80
36081086300,0,0,19384.79,16.51,26671.3666667,4795.67688378,3
36081089200,0,0,2944293.53,2508.63,34420.6597872,4535.95003626,329
36081091601,0,0,201848.85,171.98,44094.4024,6690.34609747,25
36081093401,0,0,491626.5,418.85,53521.0594915,7190.43441813,59
36081094500,0,0,161883.09,137.91,57455.9978571,6528.47764387,14
36081094700,1,0,1470025.66,1252.36,122523.888209,5792.04187727,67
36081096400,0,0,301487.89,256.84,178211.177143,4771.94524181,7
36081099704,0,0,238129.87,202.9,36607.3162963,4990.75698358,27
36081099801,0,0,1229775.82,1047.68,87000.2715094,4631.76408384,53
36081099900,0,0,105352.14,89.75,272147.37,5731.89791106,2
36081102900,0,0,1247836.48,1063.19,35327.3523944,4794.86737828,142
36081107202,0,0,307055.44,261.63,28814.8056522,5101.69084266,46
36081112900,0,0,619787.52,528.03,36020.7930882,4718.63404463,68
36081116100,0,0,293026.85,249.65,42177.0286207,5355.39845012,29
36081117500,0,0,495447.33,422.17,27500.2462667,5041.68892195,75
36081124700,0,0,402694.01,343.14,30497.73,4619.71403757,56
36081126700,0,0,12395.76,10.56,37570.2,7115.56818182,2
36081136700,1,0,417303.62,355.55,27487.292381,4923.4172244,63
36081141700,0,0,1546359.23,1317.43,48653.9544,4797.43066575,125
36081148300,0,0,168157.27,143.26,36090.8405,5220.99192436,20
36081152901,0,0,483623.27,412.03,30998.5654687,4955.89271058,64
36081157102,0,0,999893.35,851.96,30093.2783471,4661.5591803,121
36081157902,0,0,743100.56,633.13,25306.2074336,4539.29322929,113
36083051701,1,0,2231080.15,1900.69,106304.946849,4819.40777902,73
36083051800,1,1,1981524.08,1688.11,78845.6020482,5075.74081643,83
36083051901,0,0,1364810.88,1162.73,94377.3718,4652.28234615,50
36083051902,0,0,331108.56,282.09,42241.3564516,4699.39266236,31
36083052003,1,0,829699.46,706.9,36127.5596875,4875.50864373,96
36083052004,1,0,9738485.36,8296.57,86916.0924615,4794.56894746,390
36083052101,1,0,245238.66,208.94,35195.717037,4904.61472264,27
36083052102,1,0,400069.31,340.85,40308.3378049,4761.05409655,41
36083052103,0,0,161373.64,137.49,53205.2307692,4943.64923562,13
36083052201,0,0,310627.38,264.64,61517.316,4832.14993927,20
36083052203,1,0,1580307.95,1346.34,53435.434569,5062.12647495,116
36083052204,0,0,270100.58,230.11,35617.3177419,4908.33337365,31
36083052304,1,0,758875.8,646.52,44347.8728169,4993.13619987,71
36083052402,0,0,1874600.2,1597.04,57007.6556522,4522.91454926,115
36083052403,2,0,3134623.54,2670.58,57869.032103,5053.45400929,233
36083052501,0,0,2653734.14,2260.86,62307.0749112,4970.10024922,169
36083052502,0,0,171040.23,145.71,50373.6142857,4829.18933808,14
36083052601,0,0,262032.78,223.25,36039.426129,5168.99581976,31
36083052602,2,0,943432.81,803.78,41727.8330208,5111.61063448,96
36083052603,0,0,312264.91,266.03,40724.3429032,4806.73528795,31
36085000300,0,0,12607.04,10.74,17973.26,3178.86021505,2
36085005000,0,0,1512546.79,1288.68,32262.04125,4630.77216192,184
36085005900,0,0,2774103.22,2363.45,42066.777027,4630.27780942,259
36085006400,0,0,2395211.1,2040.79,30210.8451592,4706.79700311,314
36085010500,0,0,1501747.42,1279.46,38154.6113836,4765.09305947,159
36085013400,0,0,5022297.91,4279.12,32024.1408052,4692.29476212,621
36085014604,0,0,3137351.49,2673.03,31907.282481,4700.14184883,395
36085017005,0,0,9515846.51,8107.48,37402.7330156,4770.20816678,1028
36085020803,0,0,6083891.83,5183.36,45347.5628864,4689.99927013,537
36085021300,0,0,960135.34,818.08,26301.3874101,4509.17330081,139
36085022800,0,0,6902.18,5.88,32450.0,5518.70748299,1
36085024401,0,0,3684866.84,3139.43,43563.0127326,4812.56186215,344
36085027301,4,0,7708112.95,6567.5,31841.5522801,4516.17181436,921
36085029103,0,0,6162.66,5.25,30090.0,5731.42857143,1
36085031901,1,0,1384513.66,1179.65,33709.6116,4353.55033606,150
36087010101,0,0,2176685.6,1854.49,32092.6457377,4257.09240727,244
36087010501,0,0,451828.62,384.95,36931.8332609,4133.75292554,46
36087010502,0,0,916285.45,780.64,36730.2963529,4139.41682058,85
36087010601,0,0,1255897.25,1070.04,27969.7102632,4022.68294633,152
36087010602,0,0,195282.37,166.4,21590.2853333,3955.57127795,30
36087010702,0,0,475414.59,405.04,24724.6359375,3928.31944065,64
36087010803,0,0,3210853.9,2735.51,40524.8443144,4532.14440152,299
36087010902,0,0,1093771.24,931.87,40229.9122115,4433.02643183,104
36087011101,0,0,1379067.13,1174.97,34649.4750314,4745.61246126,159
36087011200,0,0,592194.05,504.53,39305.11,4819.00540758,58
36087011301,0,0,2324677.45,1980.54,49288.9027746,4505.94606162,173
36087011303,0,0,22913.36,19.52,25305.0266667,3691.20431361,3
36087011602,0,0,1108904.34,944.78,36474.7957143,4692.07696515,119
36087011700,0,0,266091.92,226.7,35544.6006897,4529.82254082,29
36087011800,0,0,25648.4,21.85,21223.015,3924.75167224,4
36087012101,0,0,1242115.26,1058.25,43749.1720388,4341.99383155,103
36087012300,2,0,2825517.34,2407.23,38387.35224,4293.6256518,250
36087012700,0,0,1103113.81,939.78,46415.8142,4739.96513433,100
36087013001,0,2,890624.11,758.77,48974.1137037,4333.4177625,54
36087013002,0,0,478909.1,408.01,35046.5261818,4695.52219133,55
36087013200,0,0,613657.72,522.82,33295.2921795,5168.6006293,78
36087013300,0,0,89728.32,76.44,35323.6509091,5198.22757698,11
36087013401,0,0,551413.66,469.77,32106.7689231,4472.32830775,65
36087013402,0,0,210241.79,179.11,33034.5815385,4873.19976803,26
36089490400,0,0,7324.76,6.24,31824.0,5100.0,1
36089490500,1,0,241670.19,205.89,55927.9230769,3614.75608164,13
36089490600,0,0,167328.55,142.56,43371.5041667,3882.48925012,12
36089490700,0,0,106737.28,90.93,40038.6575,4450.01995841,8
36089490800,1,0,1186406.29,1010.72,24192.9065116,3039.99033511,129
36089491000,0,0,98309.1,83.75,32662.0388889,3634.23684623,9
36089491300,0,0,145151.19,123.66,36803.8466667,3678.91315959,12
36089491700,0,0,461342.59,393.06,35228.4691892,3566.85831028,37
36089491800,1,0,276750.4,235.78,36862.2882609,3723.73323111,23
36089492000,0,0,657403.19,560.1,27125.788,4297.38159356,80
36089492300,0,0,200943.8,171.21,33034.0328571,4497.92656503,21
36089492400,0,0,26376.18,22.47,41613.75,3420.40229885,2
36089492500,0,0,96454.43,82.18,32454.126,3935.89065255,10
36089492600,0,0,220828.64,188.14,37250.6373684,4546.72868723,19
36089492700,0,1,481509.18,410.21,109878.995556,3874.22257957,9
36089492800,0,0,100768.29,85.85,33936.2222222,3743.46046727,9
36089492900,0,0,165712.18,141.17,30660.1033333,4436.24997942,18
36091060200,2,0,868371.6,739.79,66826.2508,4551.71629252,50
36091060300,0,0,510321.07,434.76,54122.2986486,4597.54628148,37
36091060502,0,0,117266.62,99.91,44215.3263636,5265.27058551,11
36091060503,0,0,377972.92,322.02,45762.7211765,4953.89390205,34
36091060602,0,0,769455.65,655.55,42929.404507,4866.44903519,71
36091060701,1,0,1741868.22,1484.03,40309.3096591,4890.2473957,176
36091060901,0,0,727816.02,620.06,70281.648,5218.22138927,50
36091060902,0,0,38619.34,32.9,39111.5,4443.53842501,4
36091061100,1,0,5987693.34,5101.13,59825.9509322,5024.50662308,354
36091061401,0,0,102094.75,86.98,33597.4,3980.45723379,10
36091061500,0,0,597619.54,509.16,46290.0139583,4539.29455771,48
36091061701,0,0,1288200.18,1097.54,37477.2591367,4926.12257627,139
36091061702,0,0,719480.58,612.94,75405.725,4761.54781826,32
36091061800,2,0,4109368.55,3500.95,58825.9392553,4931.94558435,282
36091062000,0,0,674318.28,574.5,60935.6566667,4848.04695748,45
36091062501,0,0,528932.3,450.61,148397.722222,3382.86336811,9
36091062503,1,0,3019425.15,2572.43,51594.1061765,4817.34316354,238
36091062505,0,0,2069940.05,1763.43,80389.4354717,5049.0945788,106
36091062602,0,0,391698.67,333.71,38132.9662791,4992.29293378,43
36091062700,0,0,1140244.67,971.45,44316.7452427,5036.10626315,103
36093020101,1,0,514212.36,438.08,34257.9340323,5091.05020855,62
36093020900,1,0,398242.83,339.28,86808.4347826,5552.44637942,23
36093021001,0,0,56344.32,48.0,411578.0,8574.54166667,1
36093021800,1,0,3288816.71,2801.89,63728.334581,4905.48345993,179
36093032101,0,0,3298681.68,2810.38,46918.4386182,4922.44653745,275
36093032402,0,0,484631.57,412.87,54533.8041379,4305.93732535,29
36093032404,0,0,3911623.35,3332.49,55008.9907407,4926.66846915,270
36093032602,1,0,5927923.71,5050.3,63253.4344164,4864.46273847,317
36093033102,0,0,1753762.73,1494.14,41862.2866474,4907.23371783,173
36093033500,0,0,417681.62,355.84,257214.333333,4960.65516242,6
36095740100,1,0,1323083.22,1127.17,42639.34664,4877.82574846,125
36095740400,1,0,1859427.09,1584.1,57734.0185437,4714.05374802,103
36095740500,1,0,432254.84,368.26,38076.1497917,5292.2396476,48
36095740600,0,0,206194.39,175.67,33458.7616,5141.58485614,25
36095740700,0,0,20072.67,17.1,56207.5,6625.30193237,2
36095740800,0,0,555378.96,473.16,40701.9012069,5038.83988916,58
36097950100,0,0,549084.81,467.79,38783.9536735,4698.90170644,49
36097950200,2,0,69573.5,59.27,41184.828,3656.50736914,5
36097950300,0,0,960054.39,817.88,150702.0,3912.92355686,16
36097950400,1,0,143415.09,122.18,49408.78,4222.0919903,10
36097950500,0,0,247994.83,211.28,31207.4861538,4096.21040248,26
36099950300,0,0,434831.45,370.44,58610.4983333,4047.90567134,24
36099950500,1,0,530076.78,451.6,50996.8569697,3759.35308644,33
36099950700,0,0,4225.82,3.6,13699.0,3805.27777778,1
36099950800,0,0,184281.13,157.0,37124.1047059,4189.07576955,17
36099950900,0,0,721847.04,614.97,76531.5277778,4220.29842818,27
36099951000,0,0,373661.43,318.32,52187.6905882,5087.21331122,17
36101960100,0,0,3228.06,2.75,12951.0,4709.45454545,1
36101960200,1,0,279122.72,237.79,135495.203333,5267.20494108,6
36101960300,0,0,7776.69,6.63,27825.0,4196.83257919,1
36101960400,0,0,79621.58,67.83,36092.63,5695.6764944,8
36101960500,0,0,43903.96,37.4,34532.496,4797.04535117,5
36101960600,0,0,72977.63,62.18,32360.25,3191.98800088,6
36101961000,0,0,42835.77,36.5,43685.5,4713.93121,4
36101961100,0,0,29017.32,24.72,39862.2266667,4839.93479996,3
36101961300,0,0,11268.86,9.6,21330.735,5152.7265625,2
36101961400,0,0,238899.91,203.52,64215.1533333,3246.09442694,9
36101961700,0,0,66603.68,56.75,34928.5,3790.43275141,6
36101961800,0,0,28532.53,24.31,27153.7,4714.94429856,4
36101961900,0,0,30519.85,26.0,32621.3333333,3859.75723623,3
36101962000,0,0,5916.15,5.04,28728.0,5700.0,1
36101962100,0,0,25871.43,22.04,35683.5,3328.4020936,2
36101962300,0,0,505907.43,431.0,99694.4590909,3758.06785662,11
36101962700,0,0,7747.34,6.6,21476.0,3253.93939394,1
36101962900,0,0,391006.13,333.11,40630.6486207,4347.18581197,29
36103110102,0,0,139156.38,118.56,46596.5857143,5513.38721297,14
36103110501,0,0,399955.46,340.73,37995.8397727,5204.01745945,44
36103110803,0,0,1804670.99,1537.49,42385.5819337,5601.53427246,181
36103111001,0,0,3408736.2,2904.18,44916.9158389,4953.68805517,298
36103111503,0,0,896716.31,764.01,38235.8676404,4892.74775752,89
36103111802,0,0,2898486.86,2469.53,40054.8701045,4845.90575613,287
36103112102,0,0,6866242.13,5849.83,46264.8348474,5050.17798483,557
36103112206,0,0,1922066.75,1637.5,60697.1481481,4669.22803295,108
36103122406,0,0,1688760.14,1438.88,38257.9910753,5128.06239399,186
36103122601,0,0,5149607.87,4387.49,48683.6687406,4981.66156813,397
36103122603,0,0,2120156.93,1806.45,33840.0274717,5412.61772755,265
36103122902,0,0,5250357.42,4473.53,34928.2355607,5139.62389159,642
36103123701,0,0,3388464.03,2886.89,48561.3864822,4461.04447761,253
36103123702,0,0,1822104.83,1552.52,36046.4389947,4848.10216296,189
36103124001,1,0,5642039.61,4807.25,36858.291142,5019.34452748,648
36103124402,0,0,2922875.66,2490.3,41478.9718824,5076.08876545,255
36103124500,0,0,3967.58,3.38,18928.0,5600.0,1
36103134903,0,0,4103041.45,3495.71,42782.9185937,4941.04838059,384
36103134907,0,0,2342891.93,1996.16,40287.8436364,4937.46559097,253
36103135004,0,0,1305737.38,1112.42,46267.0692437,5350.56878539,119
36103135208,0,0,3229381.64,2751.38,43627.0797351,4766.12803232,302
36103135402,0,0,2214395.14,1886.67,44738.5855,5113.14393025,200
36103145604,0,0,5732577.94,4884.02,44989.5917537,4836.88071404,479
36103145701,1,0,5317450.61,4530.14,81723.0838537,4870.2105954,205
36103145804,0,0,1146505.97,976.8,46571.3339796,4675.24120131,98
36103146203,0,0,2375717.05,2024.16,38138.1664528,4886.6271047,265
36103146500,0,0,2411494.64,2054.5,51819.4295031,4927.00774603,161
36103146606,0,0,2147262.06,1829.37,49657.768494,4998.00269906,166
36103146613,0,0,4825258.27,4111.09,45213.9013418,4805.99932883,395
36103146800,1,0,2759927.93,2351.43,39016.4299298,5105.61026665,285
36103147004,0,0,111466.65,94.97,34951.7631579,9280.67898653,19
36103147200,0,0,7135256.81,6079.08,48825.1925045,4789.24615043,555
36103147401,0,0,1386251.07,1181.1,40667.7895105,5016.89328692,143
36103147502,0,0,2611987.71,2225.24,56073.386443,4859.34390639,149
36103147503,0,0,160578.94,136.81,44696.744375,5181.44637488,16
36103147602,0,0,1290529.16,1099.52,42353.621374,7406.76884226,131
36103147702,0,0,319406.54,272.14,37016.0164865,5606.51464744,37
36103147802,0,0,2381545.29,2029.05,41866.6235909,4880.45918723,220
36103147901,0,0,1097796.3,935.25,40549.8549541,5217.99614863,109
36103158001,0,0,2575016.41,2193.76,56182.5746409,5464.70160093,181
36103158007,0,0,1102069.1,938.91,41201.4838938,5182.35221063,113
36103158104,0,0,3837332.26,3269.4,39320.5408929,5174.57214199,392
36103158112,0,0,2513952.17,2141.87,38205.2690602,4779.08113003,266
36103158206,0,0,595132.19,507.02,39340.6572131,4924.42219555,61
36103158306,0,0,1281420.08,1091.72,45155.4312712,5039.73583879,118
36103158308,0,0,2665545.25,2271.11,41140.5491791,4967.07175085,268
36103158310,0,0,839064.31,714.86,38193.5888421,5037.24205762,95
36103158317,0,0,357720.66,304.75,38604.7664865,4900.68426041,37
36103158321,0,0,2455721.42,2092.34,37782.5537262,5024.41052134,263
36103158323,0,0,1878303.67,1600.25,62262.0777848,5623.9850483,158
36103158405,0,0,1633293.87,1391.43,57893.0568571,4992.62606564,105
36103158407,0,0,1038064.31,884.43,33757.73125,4827.61184978,120
36103158505,0,0,2274081.41,1937.45,48129.5996629,5023.01089344,178
36103158510,0,0,2894290.36,2465.82,46305.8938288,4639.04913962,222
36103158607,0,0,453530.71,386.39,94257.2084615,4483.30928398,13
36103158608,0,0,6103140.44,5199.65,52193.620155,4917.60059741,387
36103158707,0,0,790320.68,673.29,80724.1795238,5402.2295794,42
36103158710,0,0,1643951.19,1400.59,45144.9563194,4824.65329787,144
36103158712,0,0,3227576.42,2749.82,38784.5838855,4830.78032907,332
36103158802,0,0,803560.38,684.58,43670.8344828,6090.10082157,87
36103158803,1,0,3205842.74,2731.17,59020.912381,4749.76310367,168
36103159102,1,0,4223220.5,3598.09,38961.061758,4996.38124041,438
36103159103,0,0,2140129.81,1823.26,78533.8029104,5460.73084641,134
36103159204,0,0,384405.59,327.51,37431.9047619,5150.41179059,42
36103159404,1,0,1560437.13,1329.41,41422.9633333,4843.78835111,153
36103159410,0,0,2509301.35,2137.83,43023.1024561,4693.82247238,228
36103159505,1,0,2860833.51,2437.33,52792.5269585,5077.61183245,217
36103159508,0,0,982438.31,837.02,34782.4106838,5043.60100609,117
36103159601,0,0,1592999.5,1357.13,49780.9460504,5163.12443847,119
36103159602,0,0,737213.77,628.07,41606.0066216,5067.49338273,74
36103169701,0,0,1627552.61,1386.61,41937.0871154,5039.91684405,156
36103169704,0,0,2741556.12,2335.62,65007.0507752,5610.73433539,129
36103169901,0,0,3867241.67,3294.63,57740.8500437,5356.34786043,229
36103169902,0,0,1378033.02,1173.98,50571.0406364,5600.89874297,110
36103170001,0,0,1320446.75,1124.95,39319.0106757,5478.28073766,148
36103170002,0,0,1365807.48,1163.59,53169.3757798,5336.02097128,109
36103170101,0,0,267617.89,228.0,41741.8746667,6653.69566695,30
36103170201,0,0,1724737.17,1469.36,53470.2333588,5992.08195951,131
36103170202,0,0,330122.57,281.23,39398.995,6603.06259925,42
36103180300,0,0,1089051.22,927.81,39063.8024194,5585.76048936,124
36103190403,0,0,1420277.17,1209.98,39472.8918954,5515.32869308,153
36103190502,1,0,668822.37,569.79,51202.9249123,6885.99425875,57
36103190503,0,0,839408.25,715.12,51375.1696053,6187.02251759,76
36103190504,0,0,554054.82,472.0,51286.326383,5359.59265002,47
36103190601,0,0,972549.93,828.54,43004.7853271,5793.5349414,107
36103190704,0,0,3512597.74,2992.5,50188.7949852,6376.47049971,337
36103190706,0,0,2732612.68,2328.02,50704.0522747,6338.60889944,233
36103190707,0,0,983399.7,837.79,43744.0922222,7001.49320057,117
36103190800,0,0,7148.69,6.09,24981.0,4101.97044335,1
36103200902,0,0,267204.72,227.64,56351.5333333,6140.5317942,24
36103201003,0,0,3005339.12,2560.31,44457.4218845,6573.66834086,329
36103201004,0,0,1324552.87,1128.43,41071.3432051,6828.97852904,156
36105950100,0,0,371344.27,316.38,38387.3322222,4350.45533495,36
36105950200,0,0,292984.6,249.62,36473.7390909,5531.2246433,33
36105950300,0,0,58451.37,49.8,42989.7325,3470.93109212,4
36105950400,1,0,239159.36,203.75,49269.3425,6361.66954786,24
36105950500,0,0,254740.88,217.04,53896.29,4257.0985022,19
36105950600,0,0,12818.33,10.92,49574.0,4539.74358974,1
36105950800,0,0,397876.6,338.98,70430.1179167,4898.93111113,24
36105951000,0,0,26630.91,22.69,23240.37,4158.19663909,4
36105951100,0,0,21733.65,18.52,25403.6433333,4291.08962264,3
36105951200,0,0,964455.1,821.68,42377.3270787,4614.28386857,89
36105951300,0,0,220059.8,187.48,32331.0275,4336.04875205,24
36105951500,0,0,34992.17,29.81,84085.25,4712.89983165,2
36105951700,0,0,106646.88,90.86,38113.32,4317.88103419,10
36105951800,0,0,180297.14,153.62,55226.2714286,4822.90261691,14
36105951900,0,0,136529.33,116.33,94788.0385714,5678.99926884,7
36105952000,1,0,54935.71,46.82,25082.9385714,4359.84824669,7
36105952100,0,0,278810.49,237.52,78002.0933333,4943.46775647,15
36105952200,0,0,59648.68,50.82,29447.6042857,4315.83868207,7
36105952300,0,0,260101.8,221.58,44884.4371429,4106.03542513,14
36105952400,1,0,127860.51,108.95,29350.345625,4520.53609561,16
36105952500,0,0,210481.24,179.32,44239.873125,3919.55118571,16
36107020100,0,0,276779.75,235.79,32737.376129,4694.63892889,31
36107020200,0,0,194536.99,165.74,34370.8925,5580.61459599,24
36107020300,0,0,287468.74,244.92,33243.7954839,4637.56445885,31
36107020402,0,0,183148.4,156.05,29242.7159091,4157.4371055,22
36107020600,0,0,159719.7,136.06,41220.5626667,4853.81884287,15
36107020701,1,0,677891.44,577.52,39698.4798246,4437.6918455,57
36107020702,0,0,85581.16,72.91,27602.0981818,4847.17580049,11
36109000100,0,0,61415.31,52.32,146759.78,5794.53406738,2
36109000300,0,0,114367.23,97.43,144177.9,3102.39545998,2
36109000800,0,0,7285932.08,6207.14,37840.7595,4851.42849527,720
36109001400,0,0,11433.2,9.74,19445.5,4127.14285714,2
36109001600,3,0,1395230.92,1188.67,36072.4451064,4806.12121904,141
36109001800,0,0,569491.98,485.17,35055.801,4717.23587594,60
36109001900,0,0,750589.69,639.44,43894.3598246,4739.41557782,57
36109002000,0,0,655744.58,558.65,53658.017907,4277.56308709,43
36109002100,0,0,747569.38,636.87,30880.9074157,4544.67226203,89
36109002200,0,0,590950.94,503.46,35483.8510345,4355.66759367,58
36109002300,0,0,592091.93,504.43,35268.087377,4609.93446191,61
36111950100,5,0,3243002.99,2762.9,43370.6680858,4905.79049907,303
36111950300,0,0,30449.41,25.95,31875.0625,4792.8607269,4
36111950400,0,0,4437.12,3.78,11508.43,3044.55820106,1
36111950500,2,0,899291.71,766.17,42339.5373626,5331.84250704,91
36111950600,0,0,479192.01,408.26,48671.1768627,6427.36678929,51
36111950900,0,0,130871.43,111.49,41291.65,4377.35818079,10
36111951000,1,0,614293.94,523.35,40429.0803333,5475.7280788,60
36111951100,0,0,105815.82,90.15,40051.1938462,5998.97978803,13
36111951200,3,0,804871.6,685.75,39142.2692941,5062.62224608,85
36111951500,0,0,747671.53,636.99,53267.0087037,4810.32028602,54
36111952300,8,1,3611443.22,3076.78,42936.2812883,4820.60803959,326
36111952500,3,0,327618.76,279.12,49632.3871429,4621.09093841,28
36111952600,0,0,792175.26,674.91,51560.6411321,5274.2157672,53
36111952700,0,0,339283.18,289.07,34279.437561,4926.31089938,41
36111952800,0,0,247281.1,210.69,42655.2129167,4957.03804345,24
36111952900,0,0,1047709.7,892.62,39709.3531624,5426.71786554,117
36111953300,0,0,3439359.37,2930.24,41766.9094529,5050.52329533,329
36111953700,1,0,1692775.86,1442.2,39800.764104,4891.06900703,173
36111953900,2,0,2143208.86,1825.95,48996.5315,4729.92361555,180
36111954000,0,0,271091.32,230.98,35555.0236667,4638.24294876,30
36111954100,0,0,305090.41,259.94,36209.2235294,4747.88315187,34
36111954200,1,0,1324562.19,1128.48,53143.8382759,5491.87828852,116
36111954400,0,0,1744799.26,1486.51,47239.0244928,4656.9550233,138
36111954500,0,0,115183.05,98.14,35232.65,4519.52734856,12
36111954600,0,0,754269.69,642.59,114532.358571,4620.31150174,21
36111954700,0,0,928460.48,791.01,69749.077907,4353.66407829,43
36111955000,2,0,1841244.33,1568.64,49101.537971,4781.50691806,138
